H	NATURAL GAS PIPELINE COMPANY OF AMERICA LLC	C002096	4/2/2018	O	4/1/2018	T	T	Pam Ojeman 713-369-9332				
P	M2	MB HUB/NGPL MOSS  BLUFF LIBERTY	95	3817	TEXOK RCPT & DELIVER	75926	0					
P	MQ	NICORGAS/NGPL BURNHAM COOK	95	904147	MARKET DELIVERY	900	0					
P	MQ	NICORGAS/NGPL JOLIET EDISON NO WILL	95	904210	MARKET DELIVERY	23000	0					
P	MQ	NICORGAS/NGPL MOUND ROAD WILL	95	4102	MARKET DELIVERY	13500	0					
P	MQ	NICORGAS/NGPL PARK FOREST COOK	95	904125	MARKET DELIVERY	22208	0					
P	MQ	NICORGAS/NGPL ROWELL AVE WILL	95	904105	MARKET DELIVERY	16318	0					
D	NICOR GAS COMPANY	6927792	N	FTS	146212-FTSNGPL	11/1/2016	3/31/2026		Y	30283	0	n1
P	M2	DCP INTR/NGPL THOMPSONVILLE JIM HOG	95	905572	SOUTH TEXAS RCPT & D	4030	0					
P	M2	ETP/NGPL THOMPSONVILLE JIM HOGG	95	24001	SOUTH TEXAS RCPT & D	9413	0					
P	M2	KMTP/NGPL HAGIST RANCH DUVAL	95	6216	SOUTH TEXAS RCPT & D	16840	0					
P	MQ	NICORGAS/NGPL AMOCO WILL	95	904107	MARKET DELIVERY	11301	0					
P	MQ	NICORGAS/NGPL BELVIDERE BOONE	95	900011	MARKET DELIVERY	10527	0					
P	MQ	NICORGAS/NGPL ROCHELLE OGLE	95	900015	MARKET DELIVERY	8455	0					
D	NICOR GAS COMPANY	6927792	N	FTS	146213-FTSNGPL	11/1/2016	3/31/2026		Y	69363	0	n1
P	MQ	NICORGAS/NGPL AMOCO WILL	95	904107	MARKET DELIVERY	699	0					
P	MQ	NICORGAS/NGPL BURNHAM COOK	95	904147	MARKET DELIVERY	500	0					
P	MQ	NICORGAS/NGPL FRANKLIN GROVE LEE	95	17	MARKET DELIVERY	500	0					
P	MQ	NICORGAS/NGPL KINGS OGLE	95	900014	MARKET DELIVERY	150	0					
P	MQ	NICORGAS/NGPL MC HENRY MC HENRY	95	900004	MARKET DELIVERY	3514	0					
P	MQ	NICORGAS/NGPL NALCO DU PAGE	95	10654	MARKET DELIVERY	2000	0					
P	MQ	NICORGAS/NGPL PROPHETSTOWN HENRY	95	900024	MARKET DELIVERY	500	0					
P	MQ	NICORGAS/NGPL ROCHELLE OGLE	95	900015	MARKET DELIVERY	0	0					
P	MQ	NICORGAS/NGPL SYCAMORE DE KALB	95	900013	MARKET DELIVERY	41000	0					
P	MQ	NICORGAS/NGPL TAMPICO WHITESIDE	95	900022	MARKET DELIVERY	500	0					
P	MQ	NICORGAS/NGPL WOODSTOCK MC HENRY	95	900005	MARKET DELIVERY	20000	0					
P	M2	SABPL/NGPL HENRY HUB VERMILION	95	3592	LOUISIANA RCPT & DEL	69241	0					
P	M2	STINGRAY/NGPL  CAMERON	95	5433	LOUISIANA RCPT & DEL	122	0					
D	NICOR GAS COMPANY	6927792	N	FTS	146214-FTSNGPL	11/1/2016	3/31/2026		Y	219262	0	n1
P	M2	BP PROD/NGPL RED OAK LATIMER	95	904567	TEXOK RCPT & DELIVER	17617	0					
P	M2	BTA ETG/NGPL EAST TEXAS GATHERING N	95	45310	TEXOK RCPT & DELIVER	0	0					
P	M2	EMP-EOIT/NGPL REC BRYAN	95	906507	TEXOK RCPT & DELIVER	20000	0					
P	M2	ENBRIDGE/NGPL GOODRICH POLK	95	906298	TEXOK RCPT & DELIVER	30000	0					
P	M2	ETP/NGPL BECKVILLE PANOLA	95	3352	TEXOK RCPT & DELIVER	0	0					
P	M2	ETP/NGPL INDIAN SPRINGS POLK	95	11050	TEXOK RCPT & DELIVER	73440	0					
P	M2	KMTP/NGPL GOODRICH POLK	95	5579	TEXOK RCPT & DELIVER	0	0					
P	M2	MB HUB/NGPL MOSS  BLUFF LIBERTY	95	3817	TEXOK RCPT & DELIVER	68327	0					
P	MQ	NICORGAS/NGPL 170TH ST COOK	95	904135	MARKET DELIVERY	4074	0					
P	MQ	NICORGAS/NGPL EOLA ROAD DU PAGE	95	904117	MARKET DELIVERY	26236	0					
P	MQ	NICORGAS/NGPL MARENGO MC HENRY	95	901043	MARKET DELIVERY	4000	0					
P	MQ	NICORGAS/NGPL MC HENRY MC HENRY	95	900004	MARKET DELIVERY	5236	0					
P	MQ	NICORGAS/NGPL PARK RIDGE COOK	95	4131	MARKET DELIVERY	63947	0					
P	MQ	NICORGAS/NGPL RICHMOND MC HENRY	95	900006	MARKET DELIVERY	823	0					
P	MQ	NICORGAS/NGPL ROCHELLE OGLE	95	900015	MARKET DELIVERY	1371	0					
P	MQ	NICORGAS/NGPL ROCK FALLS LEE	95	900021	MARKET DELIVERY	13000	0					
P	MQ	NICORGAS/NGPL ROCKFORD WINNEBAGO	95	900012	MARKET DELIVERY	25000	0					
P	MQ	NICORGAS/NGPL SKOKIE RD COOK	95	4142	MARKET DELIVERY	32451	0					
P	MQ	NICORGAS/NGPL TOUHY AVE COOK	95	904121	MARKET DELIVERY	13500	0					
P	MQ	NICORGAS/NGPL VOLO LAKE	95	900002	MARKET DELIVERY	29624	0					
P	M2	STINGRAY/NGPL  CAMERON	95	5433	LOUISIANA RCPT & DEL	9878	0					
D	NICOR GAS COMPANY	6927792	N	FTS	146215-FTSNGPL	11/1/2016	3/31/2026		Y	0	0	n1
P	M2	BP PROD/NGPL RED OAK LATIMER	95	904567	TEXOK RCPT & DELIVER	0	0					
P	M2	EMP-EOIT/NGPL REC BRYAN	95	906507	TEXOK RCPT & DELIVER	0	0					
P	M2	ENBRIDGE/NGPL GOODRICH POLK	95	906298	TEXOK RCPT & DELIVER	0	0					
P	M2	MB HUB/NGPL MOSS  BLUFF LIBERTY	95	3817	TEXOK RCPT & DELIVER	0	0					
P	MQ	NICORGAS/NGPL 170TH ST COOK	95	904135	MARKET DELIVERY	0	0					
P	MQ	NICORGAS/NGPL AMOCO WILL	95	904107	MARKET DELIVERY	0	0					
P	MQ	NICORGAS/NGPL EOLA ROAD DU PAGE	95	904117	MARKET DELIVERY	0	0					
P	MQ	NICORGAS/NGPL GENESEO HENRY	95	900025	MARKET DELIVERY	0	0					
P	MQ	NICORGAS/NGPL GOUGAR ROAD WILL	95	4111	MARKET DELIVERY	0	0					
P	MQ	NICORGAS/NGPL MARENGO MC HENRY	95	901043	MARKET DELIVERY	0	0					
P	MQ	NICORGAS/NGPL PROPHETSTOWN HENRY	95	900024	MARKET DELIVERY	0	0					
P	MQ	NICORGAS/NGPL ROCK FALLS LEE	95	900021	MARKET DELIVERY	0	0					
P	MQ	NICORGAS/NGPL ROSELLE ROAD COOK	95	904106	MARKET DELIVERY	0	0					
P	MQ	NICORGAS/NGPL ROWELL AVE WILL	95	904105	MARKET DELIVERY	0	0					
P	MQ	NICORGAS/NGPL SKOKIE RD COOK	95	4142	MARKET DELIVERY	0	0					
P	MQ	NICORGAS/NGPL STREAMWOOD COOK	95	4100	MARKET DELIVERY	0	0					
P	MQ	NICORGAS/NGPL TAMPICO WHITESIDE	95	900022	MARKET DELIVERY	0	0					
P	MQ	NICORGAS/NGPL TOUHY AVE COOK	95	904121	MARKET DELIVERY	0	0					
P	MQ	NICORGAS/NGPL VOLO LAKE	95	900002	MARKET DELIVERY	0	0					
P	MQ	NICORGAS/NGPL WEST CHICAGO DU PAGE	95	4124	MARKET DELIVERY	0	0					
D	NICOR GAS COMPANY	6927792	N	FTS	147871-FTSNGPL	2/1/2017	10/31/2018		Y	88000	0	n1
P	M2	MIDWSTRN/NGPL CHANNAHON WILL	95	906107	IOWA-ILLINOIS RECEIP	88000	0					
P	MQ	NICORGAS/NGPL LAWNDALE AVE COOK	95	4132	MARKET DELIVERY	30000	0					
P	MQ	NICORGAS/NGPL SUMMIT AVE COOK	95	904122	MARKET DELIVERY	28000	0					
P	MQ	NICORGAS/NGPL WEBER ROAD WILL	95	4109	MARKET DELIVERY	30000	0					
D	NORTH SHORE GAS COMPANY	6936306	N	FTS	145363-FTSNGPL	11/1/2016	10/31/2022		Y	25000	0	n1
A	THE PEOPLES GAS LIGHT AND COKE COMPANY	N										
P	MQ	NO SHORE/NGPL TONNE RD COOK	95	7866	MARKET DELIVERY	25000	0					
P	M2	REX/NGPL  MOULTRIE	95	44413	IOWA-ILLINOIS RECEIP	25000	0					
D	NORTH SHORE GAS COMPANY	6936306	N	FTS	146550-FTSNGPL	11/1/2016	3/31/2020		Y	9085	0	n1
A	THE PEOPLES GAS LIGHT AND COKE COMPANY	N										
P	M2	KMTP/NGPL GOODRICH POLK	95	5579	TEXOK RCPT & DELIVER	9085	0					
P	MQ	NO SHORE/NGPL TONNE RD COOK	95	7866	MARKET DELIVERY	9085	0					
D	NORTH SHORE GAS COMPANY	6936306	N	FTS	146598-FTSNGPL	5/1/2017	4/30/2020		Y	9085	0	n1
A	THE PEOPLES GAS LIGHT AND COKE COMPANY	N										
P	M2	EPNG/NGPL  MOORE	95	3251	MIDCONTINENT RCPT &	9085	0					
P	MQ	NO SHORE/NGPL GRAYSLAKE LAKE	95	900001	MARKET DELIVERY	2000	0					
P	MQ	NO SHORE/NGPL TONNE RD COOK	95	7866	MARKET DELIVERY	7085	0					
D	NORTH SHORE GAS COMPANY	6936306	N	FTS	146600-FTSNGPL	5/1/2017	4/30/2020		Y	8929	0	n1
A	THE PEOPLES GAS LIGHT AND COKE COMPANY	N										
P	M2	EPNG/NGPL  MOORE	95	3251	MIDCONTINENT RCPT &	8929	0					
P	MQ	NO SHORE/NGPL GRAYSLAKE LAKE	95	900001	MARKET DELIVERY	8929	0					
P	MQ	NO SHORE/NGPL TONNE RD COOK	95	7866	MARKET DELIVERY	0	0					
D	NORTH SHORE GAS COMPANY	6936306	N	FTS	146601-FTSNGPL	5/1/2017	4/30/2020		Y	10000	0	n1
A	THE PEOPLES GAS LIGHT AND COKE COMPANY	N										
P	MQ	NO SHORE/NGPL GRAYSLAKE LAKE	95	900001	MARKET DELIVERY	10000	0					
P	M2	REX/NGPL  MOULTRIE	95	44413	IOWA-ILLINOIS RECEIP	10000	0					
D	NORTH SHORE GAS COMPANY	6936306	N	FTS	146603-FTSNGPL	5/1/2017	4/30/2020		Y	19047	0	n1
A	THE PEOPLES GAS LIGHT AND COKE COMPANY	N										
P	M2	KMTP/NGPL GOODRICH POLK	95	5579	TEXOK RCPT & DELIVER	19047	0					
P	MQ	NO SHORE/NGPL GRAYSLAKE LAKE	95	900001	MARKET DELIVERY	13333	0					
P	MQ	NO SHORE/NGPL TONNE RD COOK	95	7866	MARKET DELIVERY	5714	0					
D	NORTH SHORE GAS COMPANY	6936306	N	FTS	146604-FTSNGPL	5/1/2017	4/30/2020		Y	16762	0	n1
A	THE PEOPLES GAS LIGHT AND COKE COMPANY	N										
P	M2	ENBRIDGE/NGPL MAUD MILLER	95	3844	GULF COAST MAINLINE	16762	0					
P	MQ	NO SHORE/NGPL GRAYSLAKE LAKE	95	900001	MARKET DELIVERY	16762	0					
D	NORTH SHORE GAS COMPANY	6936306	N	FTS	146621-FTSNGPL	4/1/2017	3/31/2020		Y	0	0	n1
A	THE PEOPLES GAS LIGHT AND COKE COMPANY	N										
P	M2	N BORDER/NGPL HARPER KEOKUK	95	908090	IOWA-ILLINOIS RECEIP	0	0					
P	MQ	NO SHORE/NGPL TONNE RD COOK	95	7866	MARKET DELIVERY	0	0					
D	NORTHERN INDIANA PUBLIC SERVICE COMPANY	6937585	N	FTS	145879-FTSNGPL	4/1/2016	3/31/2020		N	43000	0	n1
P	MQ	CROSROAD/NGPL  LAKE	95	10751	MARKET DELIVERY	8000	0					
P	MQ	NIPSCO/NGPL HEGEWISCH COOK	95	4186	MARKET DELIVERY	35000	0					
P	M2	SABPL/NGPL HENRY HUB VERMILION	95	3592	LOUISIANA RCPT & DEL	43000	0					
D	NORTHERN INDIANA PUBLIC SERVICE COMPANY	6937585	N	FTS	145880-FTSNGPL	4/1/2016	3/31/2019		N	30000	0	n1
P	M2	CIG/NGPL FORGAN BEAVER	95	905207	MIDCONTINENT RCPT &	30000	0					
P	MQ	NIPSCO/NGPL LANSING COOK	95	4187	MARKET DELIVERY	20000	0					
P	MQ	NIPSCO/NGPL NORTH HAYDEN KANKAKEE	95	900130	MARKET DELIVERY	10000	0					
D	NORTHERN INDIANA PUBLIC SERVICE COMPANY	6937585	N	FTS	146170-FTSNGPL	11/1/2016	3/31/2019		N	30000	0	n1
P	M2	CIG/NGPL FORGAN BEAVER	95	905207	MIDCONTINENT RCPT &	30000	0					
P	MQ	NIPSCO/NGPL LANSING COOK	95	4187	MARKET DELIVERY	30000	0					
D	NORTHERN INDIANA PUBLIC SERVICE COMPANY	6937585	N	FTS	147786-FTSNGPL	11/1/2017	3/31/2019		N	0	0	n1
P	M2	MB HUB/NGPL MOSS  BLUFF LIBERTY	95	3817	TEXOK RCPT & DELIVER	0	0					
P	MQ	NIPSCO/NGPL LANSING COOK	95	4187	MARKET DELIVERY	0	0					
P	MQ	NIPSCO/NGPL NORTH HAYDEN KANKAKEE	95	900130	MARKET DELIVERY	0	0					
D	NORTHERN INDIANA PUBLIC SERVICE COMPANY	6937585	N	FTS	147790-FTSNGPL	4/1/2017	3/31/2020		N	15000	0	n1
P	M2	BP PROD/NGPL RED OAK LATIMER	95	904567	TEXOK RCPT & DELIVER	15000	0					
P	MQ	SABPL/NGPL HENRY HUB VERMILION	95	3592	LOUISIANA RCPT & DEL	15000	0					
D	NORTHERN INDIANA PUBLIC SERVICE COMPANY	6937585	N	FTS	148719-FTSNGPL	4/1/2018	3/31/2020		N	25000	0	n1
P	M2	MB HUB/NGPL MOSS  BLUFF LIBERTY	95	3817	TEXOK RCPT & DELIVER	25000	0					
P	MQ	NIPSCO/NGPL LANSING COOK	95	4187	MARKET DELIVERY	25000	0					
D	NRG POWER MARKETING LLC	28255979	N	FTS	145950-FTSNGPL	4/1/2016	3/31/2019		N	15000	0	n1
P	M2	MB HUB/NGPL MOSS  BLUFF LIBERTY	95	3817	TEXOK RCPT & DELIVER	15000	0					
P	MQ	"MIDGEN/NGPL NRG CAL#1,#2 WILL"	95	48566	MARKET DELIVERY	15000	0					
D	NRG POWER MARKETING LLC	28255979	N	FTS	149075-FTSNGPL	4/1/2018	3/31/2021		N	10000	0	n1
P	MQ	"MIDGEN/NGPL NRG CAL#1,#2 WILL"	95	48566	MARKET DELIVERY	10000	0					
P	M2	TPC/NGPL  GAGE	95	902900	AMARILLO MAINLINE  R	10000	0					
D	"OCCIDENTAL ENERGY MARKETING, INC."	52298721	N	FTS	145551-FTSNGPL	11/1/2016	10/31/2023		Y	50000	0	n1
P	MQ	NIPSCO/NGPL NORTH HAYDEN KANKAKEE	95	900130	MARKET DELIVERY	50000	0					
P	M2	REX/NGPL  MOULTRIE	95	44413	IOWA-ILLINOIS RECEIP	50000	0					
D	"OCCIDENTAL ENERGY MARKETING, INC."	52298721	N	FTS	149105-FTSNGPL	4/1/2018	10/31/2018		N	15000	0	n1
P	MQ	FGT/NGPL  VERMILION	95	7936	LOUISIANA RCPT & DEL	10000	0					
P	M2	LOBO/NGPL KING RANCH KLEBERG	95	25259	SOUTH TEXAS RCPT & D	15000	0					
P	MQ	SABPL/NGPL HENRY HUB VERMILION	95	3592	LOUISIANA RCPT & DEL	5000	0					
D	"OCCIDENTAL ENERGY MARKETING, INC."	52298721	N	FTS	149347-FTSNGPL	4/1/2018	10/31/2020		N	13333	0	n1
P	MQ	BLK HILL/NGPL LINCOLN OTOE	95	5593	MARKET DELIVERY	13333	0					
P	M2	REX/NGPL  JEFFERSON	95	42499	MIDCONTINENT RCPT &	13333	0					
D	"OCCIDENTAL ENERGY MARKETING, INC."	52298721	N	FTS	149383-FTSNGPL	4/1/2018	3/31/2021		N	40000	0	n1
P	MQ	EMP-EOIT/NGPL  BECKHAM	95	5556	MIDCONTINENT RCPT &	40000	0					
P	M2	OXY/NGPL INDIAN BASIN PLT EDDY	95	1753	PERMIAN RCPT & DELIV	40000	0					
D	"OCCIDENTAL ENERGY MARKETING, INC."	52298721	N	FTS	149620-FTSNGPL	4/1/2018	10/31/2018		N	38772	0	n1
P	MQ	MARKWEST/NGPL BUFFALO CREEK PROCESS	95	47097	MIDCONTINENT RCPT &	38772	0					
P	M2	OXY/NGPL INDIAN BASIN PLT EDDY	95	1753	PERMIAN RCPT & DELIV	38772	0					
D	"OKLAHOMA NATURAL GAS COMPANY, A DIVISION OF ONE GAS, INC."	77349132	N	FTS	147346-FTSNGPL	10/1/2016	9/30/2036		Y	6500	0	n1
P	M2	DCP OPER/NGPL CHITWOOD PLT GRADY	95	901458	MIDCONTINENT RCPT &	3000	0					
P	M2	EMP-EOIT/NGPL COX CITY GRADY	95	47965	MIDCONTINENT RCPT &	3500	0					
P	MQ	ONG/NGPL LITTLE CITY MARSHALL	95	40900	TEXOK RCPT & DELIVER	2200	0					
P	MQ	ONG/NGPL MADILL #1 MARSHALL	95	36129	TEXOK RCPT & DELIVER	3000	0					
P	MQ	ONG/NGPL MARIETTA LOVE	95	908087	TEXOK RCPT & DELIVER	1300	0					
D	PINNACLE ETHANOL LLC	4538	N	FTS	146786-FTSNGPL	4/1/2017	3/31/2020		N	6000	0	n1
A	"ETHANOL PRODUCTS, LLC DBA POET ETHANOL PRODUCTS"	N										
P	MQ	CORNING/NGPL  ADAMS	95	900107	MARKET DELIVERY	6000	0					
P	M2	SSC GPL/NGPL  FORD	95	5418	MIDCONTINENT RCPT &	6000	0					
D	"PRAIRIELAND ENERGY, INC"	12856238	N	FTS	144927-FTSNGPL	5/1/2015	6/30/2018		N	5000	0	n1
A	BP CANADA ENERGY MARKETING CORP.	N										
A	"KINECT ENERGY, INC."	N										
P	M2	EPNG/NGPL  MOORE	95	3251	MIDCONTINENT RCPT &	5000	0					
P	MQ	PGLC/NGPL CRAWFORD COOK	95	904360	MARKET DELIVERY	5000	0					
D	"PRAIRIELAND ENERGY, INC"	12856238	N	FTS	144928-FTSNGPL	7/1/2015	6/30/2018		N	10000	0	n1
A	BP CANADA ENERGY MARKETING CORP.	N										
A	"KINECT ENERGY, INC."	N										
P	MQ	PGLC/NGPL CRAWFORD COOK	95	904360	MARKET DELIVERY	10000	0					
P	M2	STINGRAY/NGPL  CAMERON	95	5433	LOUISIANA RCPT & DEL	10000	0					
D	RICE ENERGY MARKETING LLC	79663699	N	FTS	146594-FTSNGPL	11/1/2016	10/31/2033		Y	75000	0	n1
A	"EQT ENERGY, LLC"	N										
P	MQ	NET MEXI/NGPL  NUECES	95	47226	SOUTH TEXAS RCPT & D	75000	0					
P	M2	REX/NGPL  MOULTRIE	95	44413	IOWA-ILLINOIS RECEIP	75000	0					
D	"ROCKFORD GENERATION, LLC"	9648	N	FTS	147492-FTSNGPL	5/1/2017	5/31/2028		N	29244	0	n1
A	"TWIN EAGLE RESOURCE MANAGEMENT, LLC"	N										
P	M2	N BORDER/NGPL HARPER KEOKUK	95	908090	IOWA-ILLINOIS RECEIP	29244	0					
P	MQ	NICORGAS/NGPL ROCKFORD WINNEBAGO	95	900012	MARKET DELIVERY	29244	0					
D	"ROCKFORD GENERATION, LLC"	9648	N	FTS	147678-FTSNGPL	5/1/2017	4/30/2027		N	5000	0	n1
A	"TWIN EAGLE RESOURCE MANAGEMENT, LLC"	N										
P	M2	N BORDER/NGPL HARPER KEOKUK	95	908090	IOWA-ILLINOIS RECEIP	5000	0					
P	MQ	NICORGAS/NGPL ROCKFORD WINNEBAGO	95	900012	MARKET DELIVERY	5000	0					
D	"SABINE PASS LIQUEFACTION, LLC"	78731670	N	FTS	141962	4/1/2016	3/31/2026		Y	350000	0	n1
P	MQ	IPC/NGPL PINE BLUFF SALINE	95	3697	MARKET DELIVERY	12619	0					
P	M2	SABPL/NGPL HENRY HUB VERMILION	95	3592	LOUISIANA RCPT & DEL	350000	0					
P	MQ	SPLIQ/NGPL SABINE PASS LIQUEFACTION	95	46622	LOUISIANA RCPT & DEL	337381	0					
D	"SABINE PASS LIQUEFACTION, LLC"	78731670	N	FTS	142715	4/1/2016	3/31/2026		Y	200000	0	n1
P	M2	NGPL/MEP ATLANTA CASS	95	44602	TEXOK RCPT & DELIVER	200000	0					
P	MQ	SPLIQ/NGPL SABINE PASS LIQUEFACTION	95	46622	LOUISIANA RCPT & DEL	200000	0					
D	"SEMPRA GAS & POWER MARKETING, LLC"	80206904	N	FTS	149387-FTSNGPL	4/1/2018	4/30/2022		N	45000	0	n1
P	MQ	EMP-EOIT/NGPL  BECKHAM	95	5556	MIDCONTINENT RCPT &	45000	0					
P	M2	WWM WAHA/NGPL WAHA CONNECTOR WARD	95	49574	PERMIAN RCPT & DELIV	45000	0					
D	"SEQUENT ENERGY MANAGEMENT, L.P."	612075846	N	FTS	149082-FTSNGPL	4/1/2018	3/31/2019		N	50000	0	n1
P	MQ	NICORGAS/NGPL WEBER ROAD WILL	95	4109	MARKET DELIVERY	50000	0					
P	M2	REX/NGPL  MOULTRIE	95	44413	IOWA-ILLINOIS RECEIP	50000	0					
D	"SEQUENT ENERGY MANAGEMENT, L.P."	612075846	N	FTS	149085-FTSNGPL	4/1/2018	3/31/2019		N	50000	0	n1
P	MQ	NIPSCO/NGPL NORTH HAYDEN KANKAKEE	95	900130	MARKET DELIVERY	50000	0					
P	M2	REX/NGPL  MOULTRIE	95	44413	IOWA-ILLINOIS RECEIP	50000	0					
D	"SEQUENT ENERGY MANAGEMENT, L.P."	612075846	N	FTS	149466-FTSNGPL	4/1/2018	3/31/2021		N	13334	0	n1
P	MQ	AMUE/NGPL PICKNEYVILLE PERRY	95	36880	MARKET DELIVERY	13334	0					
P	M2	ENBRIDGE/NGPL #2 PANOLA	95	41589	TEXOK RCPT & DELIVER	13334	0					
D	"SEQUENT ENERGY MANAGEMENT, L.P."	612075846	N	FTS	149610-FTSNGPL	4/1/2018	3/31/2019		N	550	0	n1
P	MQ	EPNG/NGPL JAL LEA	95	3083	PERMIAN RCPT & DELIV	550	0					
P	M2	N BORDER/NGPL HARPER KEOKUK	95	908090	IOWA-ILLINOIS RECEIP	550	0					
D	SEVEN GENERATIONS ENERGY (US) CORP.	243714453	N	FTS	147418-FTSNGPL	11/1/2016	10/31/2018		Y	100000	0	n1
A	TENASKA MARKETING VENTURES	N										
P	M2	ALLNCEPL/NGPL JOLIET #1 GRUNDY	95	37207	IOWA-ILLINOIS RECEIP	100000	0					
P	MQ	SABPL/NGPL HENRY HUB VERMILION	95	3592	LOUISIANA RCPT & DEL	100000	0					
D	"SHELL ENERGY NORTH AMERICA (US), L.P."	837565548	N	FTS	147832-FTSNGPL	10/18/2017	3/31/2021		Y	120000	0	n1
P	M2	BP PROD/NGPL RED OAK LATIMER	95	904567	TEXOK RCPT & DELIVER	30000	0					
P	M2	EMP-EOIT/NGPL REC BRYAN	95	906507	TEXOK RCPT & DELIVER	45000	0					
P	MQ	KIOWA PP/NGPL KIAMICHI POWER PLANT	95	49479	TEXOK RCPT & DELIVER	120000	0					
P	M2	MARKWEST/NGPL  BRYAN	95	46597	TEXOK RCPT & DELIVER	45000	0					
D	"SHELL ENERGY NORTH AMERICA (US), L.P."	837565548	N	FTS	148302-FTSNGPL	9/1/2017	8/31/2018		N	5500	0	n1
P	MQ	EPNG/NGPL JAL LEA	95	3083	PERMIAN RCPT & DELIV	5500	0					
P	M2	SABPL/NGPL HENRY HUB VERMILION	95	3592	LOUISIANA RCPT & DEL	5500	0					
D	"SHELL ENERGY NORTH AMERICA (US), L.P."	837565548	N	FTS	148725-FTSNGPL	1/1/2018	12/31/2018		N	1500	0	n1
P	MQ	EPNG/NGPL JAL LEA	95	3083	PERMIAN RCPT & DELIV	1500	0					
P	M2	NGPL/MEP ATLANTA CASS	95	44602	TEXOK RCPT & DELIVER	1500	0					
D	"SHELL ENERGY NORTH AMERICA (US), L.P."	837565548	N	FTS	149107-FTSNGPL	4/1/2018	3/31/2021		Y	305000	0	n1
P	M2	ANR/NGPL SOUTH JOLIET #1 WEST WILL	95	906104	IOWA-ILLINOIS RECEIP	30000	0					
P	MQ	CNTRPT/NGPL SPRING HARRIS	95	901153	SOUTH TEXAS RCPT & D	23000	0					
P	M2	DCP INTR/NGPL THOMPSONVILLE JIM HOG	95	905572	SOUTH TEXAS RCPT & D	50000	0					
P	M2	EF MIDS/NGPL AQUA DULCE NUECES	95	46832	SOUTH TEXAS RCPT & D	50000	0					
P	MQ	ENSTOR/NGPL KATY FORT BEND	95	908197	SOUTH TEXAS RCPT & D	2000	0					
P	M2	ETP/NGPL HAGIST SHILLING DUVAL	95	900433	SOUTH TEXAS RCPT & D	50000	0					
P	MQ	FGT/NGPL  VERMILION	95	7936	LOUISIANA RCPT & DEL	55000	0					
P	MQ	NET MEXI/NGPL  NUECES	95	47226	SOUTH TEXAS RCPT & D	125000	0					
P	M2	REX/NGPL  MOULTRIE	95	44413	IOWA-ILLINOIS RECEIP	125000	0					
P	MQ	TRUNKLNE/NGPL LAKESIDE CAMERON	95	900548	LOUISIANA RCPT & DEL	100000	0					
D	SPIRE MARKETING INC.	188779862	N	FTS	149111-FTSNGPL	4/1/2018	10/31/2018		N	38000	0	n1
P	M2	EMP-EOIT/NGPL  BECKHAM	95	5556	MIDCONTINENT RCPT &	23000	0					
P	MQ	NICORGAS/NGPL RIDGELAND AVE COOK	95	904137	MARKET DELIVERY	8700	0					
P	MQ	NIPSCO/NGPL NORTH HAYDEN KANKAKEE	95	900130	MARKET DELIVERY	23000	0					
P	MQ	NO SHORE/NGPL TONNE RD COOK	95	7866	MARKET DELIVERY	6300	0					
P	M2	ONEOKGT/NGPL  WOODWARD	95	3000	MIDCONTINENT RCPT &	15000	0					
D	SPIRE MISSOURI INC.	6967798	N	FTS	147111-FTSNGPL	11/1/2016	10/31/2018		N	40000	0	n1
P	M2	EMP-EOIT/NGPL  CUSTER	95	903474	MIDCONTINENT RCPT &	10000	0					
P	M2	EMP-EOIT/NGPL CORN WASHITA	95	5383	MIDCONTINENT RCPT &	10000	0					
P	MQ	ENABLEMR/NGPL  CLINTON	95	900169	MARKET DELIVERY	40000	0					
P	M2	MARKWEST/NGPL  CUSTER	95	44627	MIDCONTINENT RCPT &	20000	0					
D	SPIRE MISSOURI INC.	6967798	N	FTS	147119-FTSNGPL	11/1/2016	10/31/2018		N	40000	0	n1
P	M2	ETP/NGPL HAGIST SHILLING DUVAL	95	900433	SOUTH TEXAS RCPT & D	20000	0					
P	M2	ETP/NGPL THOMPSONVILLE JIM HOGG	95	24001	SOUTH TEXAS RCPT & D	20000	0					
P	MQ	NICORGAS/NGPL CICERO AVE COOK	95	4103	MARKET DELIVERY	40000	0					
D	STAND ENERGY CORPORATION	121293039	N	FTS	148969-FTSNGPL	4/1/2018	3/31/2019		N	1270	0	n1
P	M2	KMTP/NGPL GOODRICH POLK	95	5579	TEXOK RCPT & DELIVER	1270	0					
P	MQ	NICORGAS/NGPL CICERO AVE COOK	95	4103	MARKET DELIVERY	500	0					
P	MQ	NIPSCO/NGPL LANSING COOK	95	4187	MARKET DELIVERY	770	0					
D	"TALLGRASS INTERSTATE GAS TRANSMISSION, LLC"	828257431	N	FTS	148264-FTSNGPL	7/1/2017	6/30/2020		Y	82000	0	n1
A	ROCKIES EXPRESS PIPELINE LLC	N										
P	MQ	TALLGRAS/NGPL PONY EXPRESS LINCOLN	95	47225	MIDCONTINENT RCPT &	82000	0					
P	M2	TPC/NGPL  GAGE	95	902900	AMARILLO MAINLINE  R	82000	0					
D	TARGA GAS MARKETING LLC	610946290	N	FTS	148574-FTSNGPL	11/1/2017	10/31/2020		Y	15000	0	n1
P	MQ	KMTEJAS/NGPL  HARRISON	95	10863	TEXOK RCPT & DELIVER	2187	0					
