H	"TENNESSEE GAS PIPELINE COMPANY, L.L.C."	C000020	4/2/2018	O	4/1/2018	T	T	Nara Houy 713-420-4430				
P	M2	KINETICA/TGP PORT SULPHUR PLAQUEMIN	95	412882	ZONE L	801	0					
P	M2	KMTEJAS/TGP ZIM DEHYDRATION STARR	95	410729	ZONE 0	3500	0					
P	M2	POOLING PT - 100 LEG - ZN 1	95	420827	ZONE 1	1000	0					
P	M2	TGP/TGP GRAND CHENIER STRADDLE PLAN	95	450303	ZONE L	0	0					
P	M2	TRNSCO/TGP UTOS EXCH	95	401366	ZONE L	899	0					
D	ETOWAH UTILITIES DEPARTMENT	837977859	N	FT-G	4233-FTG1TGP	11/1/1993	10/31/2020		N	2181	0	x35/n1
A	"CENTERPOINT ENERGY SERVICES, INC."	N										
P	M2	DCP OPER/TGP TIJERINA DEHY JIM WELL	95	412356	ZONE 0	286	0					
P	MQ	ETNG/TGP GREENBRIER TN 2 (DUAL ROBE	95	420289	ZONE 1	2181	0					
P	M2	HEC/TGP UDP 1 CENTRAL COAL & COKE D	95	411559	ZONE 0	71	0					
P	M2	HPL/TGP SABINE NEWTON	95	412690	ZONE L	214	0					
P	M2	KINETICA/TGP PORT SULPHUR PLAQUEMIN	95	412882	ZONE L	615	0					
P	M2	STORAGE - PORTLAND - PA	95	460020	ZONE 1	836	0					
P	M2	TRNSCO/TGP UTOS EXCH	95	401366	ZONE L	60	0					
P	M2	WAGNER/TGP UDP DONNA DEHY HIDALGO	95	410065	ZONE 0	99	0					
D	FAYETTEVILLE BOARD OF PUBLIC UTILITIES	75384115	N	FT-G	7282-FTG1TGP	7/1/1994	10/31/2019		N	1500	0	x37/n1
A	"ATMOS ENERGY MARKETING, LLC"	N										
A	"CENTERPOINT ENERGY SERVICES, INC."	N										
P	M2	DCP OPER/TGP TIJERINA DEHY JIM WELL	95	412356	ZONE 0	525	0					
P	MQ	ETNG/TGP EAST LOBELVILLE TN PERRY	95	420042	ZONE 1	1500	0					
P	M2	HPL/TGP SABINE NEWTON	95	412690	ZONE L	315	0					
P	M2	KINETICA/TGP COCODRIE 523 BLUEWATER	95	412883	ZONE L	660	0					
P	M2	STORAGE - PORTLAND - PA	95	460020	ZONE 1	0	0					
D	"GRAYSON, CITY OF"	72669898	N	FT-G	1944-FTGTGP	9/1/1993	10/31/2021		N	780	0	x15/n1
A	PUBLIC ENERGY AUTHORITY OF KENTUCKY	N										
P	MQ	GRAYSON/TGP GRAYSON KY 2 : DIP GRAY	95	421053	ZONE 2	680	0					
P	M2	KINETICA/TGP COCODRIE 523 BLUEWATER	95	412883	ZONE L	96	0					
P	MQ	LVILBRIK/TGP GRAHN BRICKYARD CARTER	95	421010	ZONE 2	100	0					
P	M2	STORAGE - PORTLAND - MA	95	460025	ZONE 1	561	0					
P	M2	TGP/TGP GRAND CHENIER STRADDLE PLAN	95	450303	ZONE L	46	0					
P	M2	TRNSCO/TGP UTOS EXCH	95	401366	ZONE L	77	0					
D	HUMPHREYS COUNTY UTILITY DISTRICT	42937029	N	FT-G	1344-FTGTGP	9/1/1993	11/1/2021		N	3000	0	x8/n1
A	CONOCOPHILLIPS COMPANY	N										
P	MQ	CONOCOPH/TGP WAVERLEY TN PERRY	95	420454	ZONE 1	3000	0					
P	M2	ETP/TGP GILMORE PLANT RESIDUE HIDAL	95	412458	ZONE 0	500	0					
P	M2	KINETICA/TGP COCODRIE 523 BLUEWATER	95	412883	ZONE L	2500	0					
D	HUMPHREYS COUNTY UTILITY DISTRICT	42937029	N	FT-G	28367-FTGTGP	3/1/1999	11/1/2021		N	2000	0	x25/n1
A	CONOCOPHILLIPS COMPANY	N										
P	MQ	CONOCOPH/TGP MCEWEN TN DICKSON	95	420281	ZONE 1	2000	0					
P	M2	KINETICA/TGP COCODRIE 523 BLUEWATER	95	412883	ZONE L	1400	0					
P	M2	KINETICA/TGP PORT SULPHUR PLAQUEMIN	95	412882	ZONE L	0	0					
P	M2	PELICO/TGP LIBERTY HILL BIENVILLE	95	412035	ZONE 1	0	0					
P	M2	STORAGE - PORTLAND - MA	95	460025	ZONE 1	600	0					
P	M2	TGP/TGP GRAND CHENIER STRADDLE PLAN	95	450303	ZONE L	0	0					
D	LEXINGTON GAS SYSTEM	126822733	N	FT-G	1342-FTGTGP	9/1/1993	10/31/2020		N	2601	0	x7/n1
A	TENNESSEE ENERGY ACQUISITION CORPORATION	N										
P	M2	GAITHER/TGP UDP TOMBALL   MARSHALL	95	412485	ZONE 0	686	0					
P	M2	KINETICA/TGP COCODRIE 523 BLUEWATER	95	412883	ZONE L	862	0					
P	MQ	LEXINGTN/TGP LEXINGTON TN DECATUR	95	420056	ZONE 1	1601	0					
P	MQ	LEXINGTN/TGP SOUTH LEXINGTON TENNES	95	420703	ZONE 1	2500	0					
P	MQ	LEXINGTN/TGP WEST LEXINGTON SALES C	95	420840	ZONE 1	1000	0					
P	M2	STORAGE - PORTLAND - MA	95	460025	ZONE 1	642	0					
P	M2	TRNSCO/TGP UTOS EXCH	95	401366	ZONE L	411	0					
D	LOUDON UTILITIES GAS DEPARTMENT	84048800	N	FT-G	29551-FTG1TGP	7/1/1999	12/31/2023		N	7165	0	x38/n1
A	"CENTERPOINT ENERGY SERVICES, INC."	N										
P	MQ	ETNG/TGP GREENBRIER TN 2 (DUAL ROBE	95	420289	ZONE 1	7165	0					
P	M2	ETP/TGP SUN PLANT DEHYDRATION STARR	95	410173	ZONE 0	1483	0					
P	M2	HPL/TGP SABINE NEWTON	95	412690	ZONE L	1212	0					
P	M2	KINETICA/TGP PORT SULPHUR PLAQUEMIN	95	412882	ZONE L	3211	0					
P	M2	STORAGE - PORTLAND - PA	95	460020	ZONE 1	1259	0					
D	MOREHEAD UTILITY PLANT BOARD	38905923	N	FT-G	1942-FTGTGP	9/1/1993	10/31/2021		N	1631	0	x14/n1
A	"CENTERPOINT ENERGY SERVICES, INC."	N										
P	M2	COMSTRES/TGP UDP CADEVILLE   LA OUA	95	412105	ZONE 1	296	0					
P	M2	HPL/TGP SABINE NEWTON	95	412690	ZONE L	178	0					
P	M2	KINETICA/TGP COCODRIE 523 BLUEWATER	95	412883	ZONE L	372	0					
P	MQ	MOREHEAD/TGP CITY OF MOREHEAD ROWAN	95	420946	ZONE 2	100	0					
P	MQ	MOREHEAD/TGP MOREHEAD KY ROWAN	95	420038	ZONE 2	1531	0					
P	M2	STORAGE - PORTLAND - MA	95	460025	ZONE 1	785	0					
D	NORTH ALABAMA GAS DISTRICT	61141453	N	FT-G	29264-FTG2TGP	1/1/1999	10/31/2020		N	2500	0	x34/n1
A	"CENTERPOINT ENERGY SERVICES, INC."	N										
P	MQ	AMMID AT/TGP BARTON AL COLBERT	95	420307	ZONE 1	0	0					
P	MQ	AMMID AT/TGP CORINTH MS ALCORN	95	420058	ZONE 1	1160	0					
P	MQ	CEGS/TGP COLBERT COLBERT	95	421031	ZONE 1	1340	0					
P	M2	HEC/TGP UDP FOUR ISLE BAY DEHY TERR	95	410408	ZONE L	223	0					
P	M2	KINETICA/TGP PORT SULPHUR PLAQUEMIN	95	412882	ZONE L	877	0					
P	M2	REGENCY/TGP BEAR CREEK TRANSPORT BI	95	412036	ZONE 1	175	0					
P	M2	STORAGE - BEAR CREEK	95	460017	ZONE 1	0	0					
P	M2	TRNSCO/TGP UTOS EXCH	95	401366	ZONE L	525	0					
P	M2	TRNSCO/TGP WHARTON COUNTY TIE  IN W	95	411929	ZONE 0	700	0					
D	PIKE NATURAL GAS CO	8930703	N	FT-G	249-FTGTGP	9/1/1993	10/31/2020		N	1700	0	x2/n1
A	"CENTERPOINT ENERGY SERVICES, INC."	N										
P	MQ	PIKE/TGP OAK HILL OH JACKSON	95	420236	ZONE 4	1700	0					
P	MQ	SE NGAS/TGP BROWN S RUN MORGAN	95	420666	ZONE 4	1700	0					
P	M2	STORAGE - NORTHERN	95	460018	ZONE 4	1700	0					
D	"PIVOTAL UTILITY HOLDINGS, INC."	56711344	N	FT-G	597-FTGTGP	9/1/1993	10/31/2019		N	3048	0	x3/n1
A	"SEQUENT ENERGY MANAGEMENT, L.P."	N										
P	M2	ETP/TGP SUN PLANT DEHYDRATION STARR	95	410173	ZONE 0	1067	0					
P	M2	KINETICA/TGP PORT SULPHUR PLAQUEMIN	95	412882	ZONE L	1341	0					
P	MQ	PIVOTAL/TGP SUSSEX NJ SUSSEX	95	420410	ZONE 5	3048	0					
P	MQ	PIVOTAL/TGP VERNON NJ SUSSEX	95	420450	ZONE 5	3048	0					
P	MQ	STORAGE - NORTHERN	95	460018	ZONE 4	670	0					
P	M2	TGP/NGPL CHALKLEY CAMERON	95	900553	ZONE L	640	0					
D	"PIVOTAL UTILITY HOLDINGS, INC."	56711344	N	FT-G	603-FTGTGP	9/1/1993	10/31/2019		N	1014	0	x4/n1
A	"SEQUENT ENERGY MANAGEMENT, L.P."	N										
P	MQ	PIVOTAL/TGP SUSSEX NJ SUSSEX	95	420410	ZONE 5	1014	0					
P	MQ	PIVOTAL/TGP VERNON NJ SUSSEX	95	420450	ZONE 5	1014	0					
P	M2	STORAGE - NORTHERN	95	460018	ZONE 4	1014	0					
D	PULASKI CITY OF	78229812	N	FT-G	7277-FTGTGP	7/1/1994	11/1/2020		N	202	0	x22/n1
A	"CENTERPOINT ENERGY SERVICES, INC."	N										
P	M2	ENTRPRSE/TGP AGUA DULCE NUECES	95	411306	ZONE 0	15	0					
P	MQ	ETNG/TGP EAST LOBELVILLE TN PERRY	95	420042	ZONE 1	202	0					
P	M2	HPL/TGP SABINE NEWTON	95	412690	ZONE L	42	0					
P	M2	KINETICA/TGP PORT SULPHUR PLAQUEMIN	95	412882	ZONE L	89	0					
P	M2	REGENCY/TGP BEAR CREEK TRANSPORT BI	95	412036	ZONE 1	56	0					
D	RIPLEY  CITY OF	99181679	N	FT-G	1369-FTGTGP	9/1/1993	10/31/2020		N	1750	0	x12/n1
A	"CENTERPOINT ENERGY SERVICES, INC."	N										
P	MQ	CEGS/TGP RIPLEY MS TIPPAH	95	420046	ZONE 1	1750	0					
P	M2	DCP OPER/TGP TIJERINA DEHY JIM WELL	95	412356	ZONE 0	453	0					
P	M2	KINETICA/TGP PORT SULPHUR PLAQUEMIN	95	412882	ZONE L	570	0					
P	M2	STORAGE - PORTLAND - MA	95	460025	ZONE 1	455	0					
P	M2	TGP/TGP GRAND CHENIER STRADDLE PLAN	95	450303	ZONE L	272	0					
D	"RUSSELLVILLE, ALABAMA GAS BOARD CITY OF"	964447924	N	FT-G	2156-FTG2TGP	9/1/1993	10/31/2020		N	3100	0	x31/n1
A	"INTERCONN RESOURCES, LLC"	N										
P	M2	DCP OPER/TGP WARDER COASTAL PLANT D	95	412494	ZONE 0	828	0					
P	M2	EGAN HUB/TGP EGAN GAS STORAGE ACADI	95	420822	ZONE L	1871	0					
P	M2	ENTRPRSE/TGP KATY DEHY TRANS WALLER	95	411159	ZONE 0	365	0					
P	M2	ETP/TGP MONTE CHRISTO EXCH HIDALGO	95	412088	ZONE 0	36	0					
P	MQ	RUSSLVIL/TGP RUSSELLVILLE AL SALES	95	420860	ZONE 1	3100	0					
D	SENATOBIA  CITY OF	89545214	N	FT-G	1368-FTGTGP	9/1/1993	11/1/2020		N	1500	0	x11/n1
A	UTILITY MANAGEMENT CORPORATION	N										
P	M2	DCP OPER/TGP TIJERINA DEHY JIM WELL	95	412356	ZONE 0	323	0					
P	M2	ENTRPRSE/TGP KATY DEHY TRANS WALLER	95	411159	ZONE 0	81	0					
P	M2	POOLING PT - 500 LEG - ZONE L	95	420999	ZONE L	508	0					
P	M2	POOLING PT - 800 LEG - ZONE L	95	420998	ZONE L	243	0					
P	M2	STORAGE - PORTLAND - MA	95	460025	ZONE 1	345	0					
P	MQ	UTILMGMT/TGP SENATOBIA MS PANOLA	95	420024	ZONE 1	1500	0					
D	"SHEFFIELD, ALABAMA CITY OF"	626530513	N	FT-G	6972-FTG2TGP	6/1/1994	10/31/2020		N	2013	0	x33/n1
A	"INTERCONN RESOURCES, LLC"	N										
P	MQ	AMMID AT/TGP BARTON AL COLBERT	95	420307	ZONE 1	2013	0					
P	M2	DCP OPER/TGP WARDER COASTAL PLANT D	95	412494	ZONE 0	86	0					
P	M2	EGAN HUB/TGP EGAN GAS STORAGE ACADI	95	420822	ZONE L	1927	0					
P	M2	ENTRPRSE/TGP KATY DEHY TRANS WALLER	95	411159	ZONE 0	0	0					
P	M2	STORAGE - BEAR CREEK	95	460017	ZONE 1	0	0					
P	M2	STORAGE - PORTLAND - PA	95	460020	ZONE 1	0	0					
D	"TUSCUMBIA, AL WATER WORKS & GAS BOARD"	804745305	N	FT-G	2495-FTG2TGP	9/1/1993	3/31/2021		N	1095	0	x32/n1
A	"SEQUENT ENERGY MANAGEMENT, L.P."	N										
P	MQ	AMMID AT/TGP BARTON AL COLBERT	95	420307	ZONE 1	1095	0					
P	M2	HEC/TGP UDP FOUR ISLE BAY DEHY TERR	95	410408	ZONE L	200	0					
P	M2	KINETICA/TGP PORT SULPHUR PLAQUEMIN	95	412882	ZONE L	281	0					
P	M2	STORAGE - BEAR CREEK	95	460017	ZONE 1	77	0					
P	M2	TGP/TGP ENTEX PANOLA TRANSPORT PANO	95	411200	ZONE 0	306	0					
P	M2	TRNSCO/TGP UTOS EXCH	95	401366	ZONE L	231	0					
D	"TUSCUMBIA, AL WATER WORKS & GAS BOARD"	804745305	N	FT-G	2501-FTGTGP	9/1/1993	3/31/2021		N	205	0	x17/n1
A	"SEQUENT ENERGY MANAGEMENT, L.P."	N										
P	MQ	AMMID AT/TGP BARTON AL COLBERT	95	420307	ZONE 1	205	0					
P	M2	STORAGE - PORTLAND - PA	95	460020	ZONE 1	205	0					
D	"UGI PENN NATURAL GAS, INC."	79167763	N	FT-G	62498-FTGTGP	9/1/2006	10/31/2020		N	1200	0	x27/n1
A	"UGI UTILITIES, INC."	N										
P	M2	ENTRPRSE/TGP AGUA DULCE NUECES	95	411306	ZONE 0	19	0					
P	M2	KINETICA/TGP COCODRIE 523 BLUEWATER	95	412883	ZONE L	554	0					
P	M2	KINETICA/TGP EGAN DEHYDRATION EXCH	95	411034	ZONE L	172	0					
P	M2	KMTEJAS/TGP ZIM DEHYDRATION STARR	95	410729	ZONE 0	210	0					
P	M2	TGP/TGP QUEEN BESS JEFFERSON	95	412672	ZONE L	245	0					
P	MQ	UGIPENN/TGP MILFORD PA PIKE	95	420319	ZONE 4	1200	0					
D	"UGI PENN NATURAL GAS, INC."	79167763	N	FT-G	62499-FTGTGP	9/1/2006	10/31/2020		N	0	0	x28/n1
A	"UGI UTILITIES, INC."	N										
P	M2	STORAGE - NORTHERN	95	460018	ZONE 4	0	0					
P	MQ	UGIPENN/TGP HONESDALE PA SALES WAYN	95	420277	ZONE 4	0	0					
P	MQ	UGIPENN/TGP MILFORD PA PIKE	95	420319	ZONE 4	0	0					
D	WEST TENNESSEE PUBLIC UTILITY DISTRICT	73525644	N	FT-G	1347-FTGTGP	9/1/1993	10/31/2019		N	7400	0	x9/n1
A	TENNESSEE ENERGY ACQUISITION CORPORATION	N										
P	M2	ETP/TGP GILMORE PLANT RESIDUE HIDAL	95	412458	ZONE 0	1209	0					
P	M2	GAITHER/TGP UDP TOMBALL   MARSHALL	95	412485	ZONE 0	213	0					
P	M2	KINETICA/TGP EGAN DEHYDRATION EXCH	95	411034	ZONE L	1600	0					
P	M2	KINETICA/TGP PORT SULPHUR PLAQUEMIN	95	412882	ZONE L	285	0					
P	M2	KMTEJAS/TGP ZIM DEHYDRATION STARR	95	410729	ZONE 0	0	0					
P	M2	LOBO/TGP KING RANCH JIM WELLS	95	412400	ZONE 0	534	0					
P	M2	POOLING PT - 800 LEG - ZONE L	95	420998	ZONE L	1602	0					
P	M2	TRNSCO/TGP WHARTON COUNTY TIE  IN W	95	411929	ZONE 0	1957	0					
P	MQ	WEST TN/TGP SARDIS TN HENDERSON	95	420202	ZONE 1	7400	0					
D	ADAMSVILLE CITY OF	127161370	N	FT-GS	2201-FTGSTGP	9/1/1993	11/1/2020		N	4250	0	n1
A	"D2 ENERGY, LLC"	N										
P	MQ	D2ENERGY/TGP ADAMSVILLE TN MC NAIRY	95	420761	ZONE 1	2875	0					
P	MQ	D2ENERGY/TGP MILLEDGEVILLE TN CHEST	95	420364	ZONE 1	1375	0					
P	M2	ENTRPRSE/TGP AGUA DULCE NUECES	95	411306	ZONE 0	290	0					
P	M2	KINETICA/TGP COCODRIE 523 BLUEWATER	95	412883	ZONE L	2933	0					
P	M2	STORAGE - PORTLAND - PA	95	460020	ZONE 1	1027	0					
D	ASHLAND TOWN OF MISS	42417030	N	FT-GS	1338-FTGSTGP	9/1/1993	11/1/2020		N	380	0	n1
A	MUNICIPAL GAS AUTHORITY OF MISSISSIPPI	N										
P	MQ	ASHLNDMS/TGP ASHLAND MS BENTON	95	420152	ZONE 1	380	0					
P	M2	GULFSTH/TGP KILN MISS EXCHANGE HANC	95	420383	ZONE L	45	0					
P	M2	KINETICA/TGP COCODRIE 523 BLUEWATER	95	412883	ZONE L	36	0					
P	M2	REGENCY/TGP PEOPLES ROAD FRANKLIN	95	412691	ZONE 1	21	0					
P	M2	STORAGE - PORTLAND - PA	95	460020	ZONE 1	278	0					
D	BALDWYN  CITY OF	137022034	N	FT-GS	1632-FTGSTGP	9/1/1993	10/31/2020		N	3000	0	n1
A	MUNICIPAL GAS AUTHORITY OF MISSISSIPPI	N										
P	MQ	BLDWYN/TGP BALDWYN MS TIPPAH	95	420276	ZONE 1	3000	0					
P	M2	COMSTRES/TGP UDP CADEVILLE   LA OUA	95	412105	ZONE 1	75	0					
P	M2	ENTRPRSE/TGP SABINE RIVER TRANS NEW	95	412013	ZONE L	126	0					
P	M2	KINETICA/TGP COCODRIE 523 BLUEWATER	95	412883	ZONE L	387	0					
P	M2	POOLING PT - 500 LEG - ZONE L	95	420999	ZONE L	412	0					
P	M2	REGENCY/TGP BEAR CREEK TRANSPORT BI	95	412036	ZONE 1	700	0					
P	M2	STORAGE - PORTLAND - MA	95	460025	ZONE 1	1300	0					
D	BLACKSTONE GAS CO	9808379	N	FT-GS	2506-FTGSTGP	9/1/1993	11/1/2020		N	408	0	n1
A	"DIRECT ENERGY BUSINESS MARKETING, LLC"	N										
P	M2	EGT/TGP GUTHRIE EXCHANGE OUACHITA	95	412352	ZONE 1	142	0					
P	MQ	HESS/TGP BELLINGHAM MA NORFOLK	95	420424	ZONE 6	408	0					
P	M2	KINETICA/TGP PORT SULPHUR PLAQUEMIN	95	412882	ZONE L	180	0					
P	MQ	STORAGE - NORTHERN	95	460018	ZONE 4	111	0					
P	M2	TGP/TGP GRAND CHENIER STRADDLE PLAN	95	450303	ZONE L	86	0					
D	BOLIVAR  CITY OF	30418982	N	FT-GS	1631-FTGSTGP	9/1/1993	10/31/2020		N	7575	0	n1
A	TENNESSEE ENERGY ACQUISITION CORPORATION	N										
P	MQ	BOLIVAR/TGP BOLIVAR TN  2 MC NAIRY	95	420830	ZONE 1	500	0					
P	MQ	BOLIVAR/TGP BOLIVAR TN HARDEMAN	95	420054	ZONE 1	7075	0					
P	M2	KINETICA/TGP PORT SULPHUR PLAQUEMIN	95	412882	ZONE L	2444	0					
P	M2	KMTEJAS/TGP ZIM DEHYDRATION STARR	95	410729	ZONE 0	238	0					
P	M2	STORAGE - PORTLAND - MA	95	460025	ZONE 1	4000	0					
P	M2	TGP/TGP GRAND CHENIER STRADDLE PLAN	95	450303	ZONE L	541	0					
P	M2	TRNSCO/TGP UTOS EXCH	95	401366	ZONE L	352	0					
D	BOONEVILLE MUNICIPAL GAS SYSTEM	605952183	N	FT-GS	1334-FTGSTGP	9/1/1993	10/31/2020		N	6600	0	n1
A	MUNICIPAL GAS AUTHORITY OF MISSISSIPPI	N										
P	MQ	BOONEVIL/TGP BOONEVILLE MS TIPPAH	95	420429	ZONE 1	6600	0					
P	M2	ENTRPRSE/TGP AGUA DULCE NUECES	95	411306	ZONE 0	798	0					
P	M2	GULFSTH/TGP KILN MISS EXCHANGE HANC	95	420383	ZONE L	1603	0					
P	M2	POOLING PT - 800 LEG - ZONE L	95	420998	ZONE L	479	0					
P	M2	STORAGE - PORTLAND - PA	95	460020	ZONE 1	3720	0					
D	CALEDONIA NATURAL GAS DISTRICT	782861884	N	FT-GS	1333-FTGSTGP	9/1/1993	11/1/2020		N	600	0	n1
A	"CENTERPOINT ENERGY SERVICES, INC."	N										
P	MQ	CLDNIA N/TGP CALEDONIA MS LOWNDES	95	420704	ZONE 1	600	0					
P	M2	KINETICA/TGP EGAN DEHYDRATION EXCH	95	411034	ZONE L	261	0					
P	M2	STORAGE - PORTLAND - PA	95	460020	ZONE 1	339	0					
D	"CASEY, CITY OF"	31114705	N	FT-GS	97840-FTGSTGP	1/1/2012	10/31/2020		N	2750	0	n1
A	"CONSTELLATION NEWENERGY - GAS DIVISION, LLC"	N										
P	M2	ENTRPRSE/TGP AGUA DULCE NUECES	95	411306	ZONE 0	2750	0					
P	MQ	MIDWSTRN/TGP MGT SMS SUMNER	95	420852	ZONE 1	2750	0					
D	"CENTERPOINT ENERGY ARKLA,  A DIV. OF CENTERPOINT ENERGY"	803838838	N	FT-GS	1504-FTGSTGP	9/1/1993	10/31/2019		N	715	0	n1
A	CENTERPOINT ENERGY ENTEX	N										
P	MQ	CE-ARKLA/TGP MONTROSE AR CHICOT	95	420295	ZONE 1	715	0					
P	M2	STORAGE - PORTLAND - PA	95	460020	ZONE 1	295	0					
P	M2	TGP/NGPL CHALKLEY CAMERON	95	900553	ZONE L	420	0					
D	CENTERPOINT ENERGY ENTEX	46700779	N	FT-GS	93011-FTGSTGP	6/1/2011	10/31/2019		N	10215	0	n1
A	SUPERIOR NATURAL GAS CORPORATION	N										
P	MQ	CPTENTEX/TGP COFFEEVILLE MS YALOBUS	95	420215	ZONE 1	359	0					
P	MQ	CPTENTEX/TGP CROWDER MS QUITMAN	95	420023	ZONE 1	1026	0					
P	MQ	CPTENTEX/TGP DREW MS SUNFLOWER	95	420143	ZONE 1	746	0					
P	MQ	CPTENTEX/TGP LAMBERT MS QUITMAN	95	420022	ZONE 1	4041	0					
P	MQ	CPTENTEX/TGP LAUREL SALES  2 JONES	95	420726	ZONE 1	400	0					
P	MQ	CPTENTEX/TGP LAUREL SALES JONES	95	420714	ZONE 1	500	0					
P	MQ	CPTENTEX/TGP RULEVILLE MS SUNFLOWER	95	420142	ZONE 1	1553	0					
P	MQ	CPTENTEX/TGP SHAW MS SUNFLOWER	95	420141	ZONE 1	618	0					
P	MQ	CPTENTEX/TGP STENNIS SALES HANCOCK	95	420713	ZONE L	100	0					
P	MQ	CPTENTEX/TGP SUMNER MS TALLAHATCHIE	95	420021	ZONE 1	872	0					
P	M2	HESCO CO/TGP RAYMONDVILLE HIDALGO	95	412683	ZONE 0	1400	0					
P	M2	KINETICA/TGP PORT SULPHUR PLAQUEMIN	95	412882	ZONE L	1759	0					
P	M2	STORAGE - PORTLAND - MA	95	460025	ZONE 1	6216	0					
P	M2	TRNSCO/TGP UTOS EXCH	95	401366	ZONE L	840	0					
D	CENTERVILLE  TOWN OF	77643716	N	FT-GS	2335-FTGSTGP	9/1/1993	10/31/2020		N	4500	0	n1
A	TENNESSEE ENERGY ACQUISITION CORPORATION	N										
P	MQ	CENTRVIL/TGP BATES CROSSING HICKMAN	95	420643	ZONE 1	4200	0					
P	MQ	CENTRVIL/TGP CENTERVILLE ONLY TN SA	95	420486	ZONE 1	1121	0					
P	MQ	CENTRVIL/TGP CENTERVILLE TN HICKMAN	95	420222	ZONE 1	3500	0					
P	MQ	CENTRVIL/TGP SHIPPS BEND SALES HICK	95	420862	ZONE 1	500	0					
P	MQ	CENTRVIL/TGP TURNEY PRISON HICKMAN	95	421016	ZONE 1	500	0					
P	M2	KINETICA/TGP COCODRIE 523 BLUEWATER	95	412883	ZONE L	670	0					
P	M2	POOLING PT - 800 LEG - ZONE L	95	420998	ZONE L	419	0					
P	M2	STORAGE - PORTLAND - MA	95	460025	ZONE 1	3411	0					
D	CHEROKEE WATER AND GAS DEPARTMENT	155618341	N	FT-GS	1943-FGS1TGP	9/1/1993	10/31/2022		N	359	0	n1
A	"INTERCONN RESOURCES, LLC"	N										
P	MQ	AMMID AT/TGP CORINTH MS ALCORN	95	420058	ZONE 1	359	0					
P	M2	DCP OPER/TGP WARDER COASTAL PLANT D	95	412494	ZONE 0	100	0					
P	M2	EXCO/TGP BLACK LAKE DEHY NATCHITOCH	95	411787	ZONE 1	26	0					
P	M2	KINETICA/TGP COCODRIE 523 BLUEWATER	95	412883	ZONE L	158	0					
P	M2	KINETICA/TGP EGAN DEHYDRATION EXCH	95	411034	ZONE L	75	0					
D	CLIFTON  CITY OF TENNESSEE	19339084	N	FT-GS	2224-FTGSTGP	9/1/1993	11/1/2020		N	350	0	n1
A	TENNESSEE ENERGY ACQUISITION CORPORATION	N										
P	M2	ENTRPRSE/TGP KATY DEHY TRANS WALLER	95	411159	ZONE 0	15	0					
P	M2	KINETICA/TGP PORT SULPHUR PLAQUEMIN	95	412882	ZONE L	85	0					
P	M2	STORAGE - PORTLAND - MA	95	460025	ZONE 1	200	0					
P	MQ	TEAC/TGP CLIFTON SALES WAYNE	95	420706	ZONE 1	350	0					
P	M2	TGP/TGP GRAND CHENIER STRADDLE PLAN	95	450303	ZONE L	50	0					
D	CORINTH PUBLIC UTILITIES COMMISSION	150489151	N	FT-GS	1388-FTGSTGP	9/1/1993	11/1/2020		N	10000	0	n1
A	MUNICIPAL GAS AUTHORITY OF MISSISSIPPI	N										
P	MQ	CORINTH/TGP CORINTH  3 ALCORN	95	420855	ZONE 1	100	0					
P	MQ	CORINTH/TGP NORTH CORINTH MS ALCORN	95	420705	ZONE 1	9900	0					
P	M2	GULFSTH/TGP KILN MISS EXCHANGE HANC	95	420383	ZONE L	2193	0					
P	M2	POOLING PT - 800 LEG - ZONE L	95	420998	ZONE L	3298	0					
P	M2	STORAGE - PORTLAND - PA	95	460020	ZONE 1	4509	0					
D	CORINTH PUBLIC UTILITIES COMMISSION	150489151	N	FT-GS	93426-FTGSTGP	6/1/2011	11/1/2020		N	9000	0	n1
A	MUNICIPAL GAS AUTHORITY OF MISSISSIPPI	N										
P	MQ	CORINTH/TGP CORINTH MS  2 ALCORN	95	420483	ZONE 1	9000	0					
P	M2	ENTRPRSE/TGP AGUA DULCE NUECES	95	411306	ZONE 0	862	0					
P	M2	GULFSTH/TGP KILN MISS EXCHANGE HANC	95	420383	ZONE L	1455	0					
P	M2	POOLING PT - 800 LEG - ZONE L	95	420998	ZONE L	1502	0					
P	M2	STORAGE - PORTLAND - PA	95	460020	ZONE 1	1681	0					
P	M2	TRNSCO/TGP UTOS EXCH	95	401366	ZONE L	3500	0					
D	DUNLAP GAS SYSTEM	796936599	N	FT-GS	4185-FGS1TGP	11/1/1993	11/1/2020		N	4234	0	n1
A	"CENTERPOINT ENERGY SERVICES, INC."	N										
P	M2	ANR/TGP CHALKLEY TRANSPORT JEFFERSO	95	412002	ZONE L	353	0					
P	MQ	ETNG/TGP EAST LOBELVILLE TN PERRY	95	420042	ZONE 1	4234	0					
P	M2	ETP/TGP GILMORE PLANT RESIDUE HIDAL	95	412458	ZONE 0	586	0					
P	M2	KINETICA/TGP EGAN DEHYDRATION EXCH	95	411034	ZONE L	1202	0					
P	M2	KINETICA/TGP PORT SULPHUR PLAQUEMIN	95	412882	ZONE L	1061	0					
P	M2	STORAGE - PORTLAND - MA	95	460025	ZONE 1	849	0					
P	M2	STORAGE - PORTLAND - PA	95	460020	ZONE 1	183	0					
D	"ELIZABETH NATURAL GAS, INC."	5608732	N	FT-GS	2134-FTGSTGP	9/1/1993	11/1/2020		N	1235	0	n1
