H	Northern Natural Gas Company	C000060	4/2/2018	O	4/1/2018	B	B	Laura Demman (402) 398-7278				
P	MQ	BUTTERNUT WI #1	95	557	Market	100	0					
P	MQ	EWEN MI #1	95	558	Market	77	0					
P	MQ	GLIDDEN WI #1	95	560	Market	135	0					
P	MQ	IRON RIVER WI #1	95	563	Market	151	0					
P	MQ	OGEMA WI #1	95	567	Market	63	0					
P	MQ	PARK FALLS WI #1	95	568	Market	1769	0					
P	MQ	PRENTICE WI #1	95	569	Market	226	0					
P	MQ	RIB LAKE WI #1	95	571	Market	201	0					
P	MQ	WASHBURN WI #1	95	573	Market	529	0					
P	MQ	HURLEY WI #1	95	802	Market	618	0					
P	MQ	PHILLIPS WI #1	95	803	Market	458	0					
P	MQ	WAKEFIELD MI #1	95	3519	Market	356	0					
P	MQ	HUDSON WI #1	95	3520	Market	1261	0					
P	MQ	SHELBY WI #1	95	58155	Market	750	0					
D	"NORTHERN STATES POWER COMPANY, A WISCONS"	7945868	N	TF_M_4_4	23269	11/1/2017	10/31/2019		N	42352	0	k6/o4
A	XCEL ENERGY SERVICES INC.	N										
P	MQ	ZONE E/F NSP-WISCONSIN	95	3094	Market	21176	0	yi1				
P	MQ	LA CROSSE WI #1	95	2769	Market	20109	0	O4				
P	MQ	FT. MCCOY WI #1	95	11998	Market	1067	0	O4				
D	"NORTHERN STATES POWER COMPANY, A WISCONS"	7945868	N	TF_M_4_4	23269	11/1/2019	10/31/2022		N	42352	0	k6/o4
A	XCEL ENERGY SERVICES INC.	N										
P	MQ	ZONE E/F NSP-WISCONSIN	95	3094	Market	21176	0	yi1				
P	MQ	LA CROSSE WI #1	95	2769	Market	20109	0	O4				
P	MQ	FT. MCCOY WI #1	95	11998	Market	1067	0	O4				
D	"NORTHERN STATES POWER COMPANY, A WISCONS"	7945868	N	TF_M_4_4	23269	11/1/2022	10/31/2027		N	42352	0	k6/o4
A	XCEL ENERGY SERVICES INC.	N										
P	MQ	ZONE E/F NSP-WISCONSIN	95	3094	Market	21176	0	yi1				
P	MQ	LA CROSSE WI #1	95	2769	Market	20109	0	O4				
P	MQ	FT. MCCOY WI #1	95	11998	Market	1067	0	O4				
D	"NORTHERN STATES POWER COMPANY, A WISCONS"	7945868	N	TF_M_5_9	23269	11/1/2017	10/31/2019		N	42352	0	k6/o4
A	XCEL ENERGY SERVICES INC.	N										
P	MQ	ZONE E/F NSP-WISCONSIN	95	3094	Market	21176	0	yi1				
P	MQ	LA CROSSE WI #1	95	2769	Market	18776	0	O4				
P	MQ	FT. MCCOY WI #1	95	11998	Market	2400	0	O4				
D	"NORTHERN STATES POWER COMPANY, A WISCONS"	7945868	N	TF_M_5_9	23269	11/1/2019	10/31/2022		N	42352	0	k6/o4
A	XCEL ENERGY SERVICES INC.	N										
P	MQ	ZONE E/F NSP-WISCONSIN	95	3094	Market	21176	0	yi1				
P	MQ	LA CROSSE WI #1	95	2769	Market	18776	0	O4				
P	MQ	FT. MCCOY WI #1	95	11998	Market	2400	0	O4				
D	"NORTHERN STATES POWER COMPANY, A WISCONS"	7945868	N	TF_M_5_9	23269	11/1/2022	10/31/2027		N	42352	0	k6/o4
A	XCEL ENERGY SERVICES INC.	N										
P	MQ	ZONE E/F NSP-WISCONSIN	95	3094	Market	21176	0	yi1				
P	MQ	LA CROSSE WI #1	95	2769	Market	18776	0	O4				
P	MQ	FT. MCCOY WI #1	95	11998	Market	2400	0	O4				
D	"NORTHERN STATES POWER COMPANY, A WISCONS"	7945868	N	TFX_M_1_12	23334	11/1/2017	10/31/2027		N	1000	0	k6/k7
A	XCEL ENERGY SERVICES INC.	N										
P	M2	GRLKS/NNG CARLTON	95	388	Market	1000	0					
P	MQ	ZONE E/F NSP-WISCONSIN	95	3094	Market	1000	0	yi1				
P	MQ	BUTTERNUT WI #1	95	557	Market	150	0					
P	MQ	GLIDDEN WI #1	95	560	Market	150	0					
P	MQ	MELLEN WI #1	95	565	Market	300	0					
P	MQ	PRENTICE WI #1	95	569	Market	200	0					
P	MQ	RIB LAKE WI #1	95	571	Market	200	0					
D	"NORTHERN STATES POWER COMPANY, A WISCONS"	7945868	N	TFX_M_11_3	23334	11/1/2017	10/31/2027		N	15000	0	k6/k7
A	XCEL ENERGY SERVICES INC.	N										
P	M2	GRLKS/NNG CARLTON	95	388	Market	15000	0					
P	MQ	ZONE E/F NSP-WISCONSIN	95	3094	Market	15000	0	yi1				
P	MQ	BAYFIELD WI #1	95	554	Market	155	0					
P	MQ	BESSEMER MI #1	95	556	Market	27	0					
P	MQ	IRON RIVER WI #1	95	563	Market	5	0					
P	MQ	MELLEN WI #1	95	565	Market	50	0					
P	MQ	MONTREAL WI #1	95	566	Market	20	0					
P	MQ	PARK FALLS WI #1	95	568	Market	1940	0					
P	MQ	WASHBURN WI #1	95	573	Market	366	0					
P	MQ	WESTBORO WI #1	95	575	Market	90	0					
P	MQ	PHILLIPS WI #1	95	803	Market	1802	0					
P	MQ	HURLEY WI #3	95	3516	Market	65	0					
P	MQ	BESSEMER MI #2	95	3518	Market	43	0					
P	MQ	WAKEFIELD MI #1	95	3519	Market	125	0					
P	MQ	HUDSON WI #1	95	3520	Market	4728	0					
P	MQ	LA CROSSE WI #1A	95	3521	Market	4654	0					
P	MQ	BIRCH HILL ACRES WI	95	58784	Market	160	0					
P	MQ	MAIDEN ROCK WI #1	95	79070	Market	770	0					
D	"NORTHERN STATES POWER COMPANY, A WISCONS"	7945868	N	TFX_M_10_10	103534	4/1/2012	10/31/2022		N	3333	0	k6/k7
A	XCEL ENERGY SERVICES INC.	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	3333	0					
P	MQ	ZONE E/F NSP-WISCONSIN	95	3094	Market	3333	0	yi1				
P	MQ	LA CROSSE WI #1A	95	3521	Market	2000	0					
P	MQ	FT. MCCOY WI #1	95	11998	Market	1333	0					
D	"NORTHERN STATES POWER COMPANY, A WISCONS"	7945868	N	TFX_M_11_3	103534	4/1/2012	10/31/2022		N	8655	0	k6/k7
A	XCEL ENERGY SERVICES INC.	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	4400	0					
P	M2	VIKING CHISAGO/ISANTI	95	196	Market	4255	0					
P	MQ	ZONE E/F NSP-WISCONSIN	95	3094	Market	8655	0	yi1				
P	MQ	PARK FALLS WI #1	95	568	Market	255	0					
P	MQ	HUDSON WI #1	95	3520	Market	4000	0					
P	MQ	LA CROSSE WI #1A	95	3521	Market	2000	0					
P	MQ	FT. MCCOY WI #1	95	11998	Market	2400	0					
D	"NORTHERN STATES POWER COMPANY, A WISCONS"	7945868	N	TFX_M_4_4	103534	4/1/2012	10/31/2022		N	3333	0	k6/k7
A	XCEL ENERGY SERVICES INC.	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	3333	0					
P	MQ	ZONE E/F NSP-WISCONSIN	95	3094	Market	3333	0	yi1				
P	MQ	LA CROSSE WI #1A	95	3521	Market	2000	0					
P	MQ	FT. MCCOY WI #1	95	11998	Market	1333	0					
D	"NORTHERN STATES POWER COMPANY, A WISCONS"	7945868	N	TFX_M_1_12	109135	11/1/2017	10/31/2024		N	1829	0	k6/k7
A	XCEL ENERGY SERVICES INC.	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	1829	0					
P	MQ	ZONE E/F NSP-WISCONSIN	95	3094	Market	1829	0	yi1				
P	MQ	HUDSON WI #1	95	3520	Market	509	0					
P	MQ	MAIDEN ROCK WI #1	95	79070	Market	1320	0					
D	"NORTHERN STATES POWER COMPANY, A WISCONS"	7945868	N	TFX_M_1_12	109135	11/1/2024	10/31/2027		N	509	0	k6/k7
A	XCEL ENERGY SERVICES INC.	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	509	0					
P	MQ	ZONE E/F NSP-WISCONSIN	95	3094	Market	509	0	yi1				
P	MQ	HUDSON WI #1	95	3520	Market	509	0					
D	"NORTHERN STATES POWER COMPANY, A WISCONS"	7945868	N	TFX_M_11_3	109135	11/1/2017	10/31/2024		N	6910	0	k6/k7
A	XCEL ENERGY SERVICES INC.	N										
P	M2	TBPL/NNG BEATRICE	95	1318	Market	6910	0					
P	MQ	ZONE E/F NSP-WISCONSIN	95	3094	Market	6910	0	yi1				
P	MQ	LA CROSSE WI #1	95	2769	Market	2550	0					
P	MQ	LA CROSSE WI #1A	95	3521	Market	3350	0					
P	MQ	SHELBY WI #1	95	58155	Market	1010	0					
D	"NORTHERN STATES POWER COMPANY, A WISCONS"	7945868	N	TFX_M_11_3	109135	11/1/2024	10/31/2027		N	6910	0	k6/k7
A	XCEL ENERGY SERVICES INC.	N										
P	M2	TBPL/NNG BEATRICE	95	1318	Market	6910	0					
P	MQ	ZONE E/F NSP-WISCONSIN	95	3094	Market	6910	0	yi1				
P	MQ	LA CROSSE WI #1	95	2769	Market	2550	0					
P	MQ	LA CROSSE WI #1A	95	3521	Market	3350	0					
P	MQ	SHELBY WI #1	95	58155	Market	1010	0					
D	"NORTHERN STATES POWER COMPANY, A WISCONS"	7945868	N	TFX_M_1_12	114467	3/1/2013	10/31/2018		Y	2927	0	k6/k7
A	XCEL ENERGY SERVICES INC.	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	2927	0					
P	MQ	ZONE E/F NSP-WISCONSIN	95	3094	Market	2927	0	yi1				
P	MQ	LA CROSSE WI #1	95	2769	Market	2527	0					
P	MQ	FT. MCCOY WI #1	95	11998	Market	400	0					
D	"NORTHERN STATES POWER COMPANY, A WISCONS"	7945868	N	FDD	120815	6/1/2017	5/31/2022		N	0	2395000	k6/k7
A	XCEL ENERGY SERVICES INC.	N										
P	IJ	OGDEN DEF. DELIVERY	95	98		0	26356					
P	IJ	DEMARC DEF. - DELIVERY	95	62389		0	1					
P	IJ	VENTURA DEF. DELIVERY	95	71460		0	1					
P	WR	OGDEN DEF. DELIVERY	95	98		0	41538					
P	WR	DEMARC DEF. - DELIVERY	95	62389		0	1					
P	WR	VENTURA DEF. DELIVERY	95	71460		0	1					
D	"NORTHERN STATES POWER COMPANY, A WISCONS"	7945868	N	FDD	120815	6/1/2022	5/31/2027		N	0	1000000	k6/k7
A	XCEL ENERGY SERVICES INC.	N										
P	IJ	OGDEN DEF. DELIVERY	95	98		0	11003					
P	IJ	DEMARC DEF. - DELIVERY	95	62389		0	1					
P	IJ	VENTURA DEF. DELIVERY	95	71460		0	1					
P	WR	OGDEN DEF. DELIVERY	95	98		0	17343					
P	WR	DEMARC DEF. - DELIVERY	95	62389		0	1					
P	WR	VENTURA DEF. DELIVERY	95	71460		0	1					
D	NORTHWEST NATURAL GAS LLC	11069213	N	TF_M_1_12	21505	1/1/2009	10/31/2019		N	244	0	k6/o4
A	"KINECT ENERGY, INC."	N										
P	MQ	ZONE E-F-MERC	95	3054	Market	122	0	yi1				
P	MQ	MORA MN #1	95	3875	Market	122	0	O4				
D	NORTHWEST NATURAL GAS LLC	11069213	N	TF_M_11_3	21505	1/1/2009	10/31/2019		N	519	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	OGDEN DEF. DELIVERY	95	98	Market	153	0					
P	M2	NBPL/NNG VENTURA	95	192	Market	145	0					
P	M2	GRLKS/NNG CARLTON	95	388	Market	218	0					
P	M2	NNG FIELD/MKT DEMARCATION -16B	95	37654	Market	3	0					
P	MQ	ZONE E-F-MERC	95	3054	Market	52	0	yi1				
P	MQ	HENDERSON MN #1	95	57651	Market	345	0					
P	MQ	MORA MN #1	95	3875	Market	52	0					
D	NORTHWEST NATURAL GAS LLC	11069213	N	TF_M_4_10	21505	1/1/2009	10/31/2019		N	364	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	OGDEN DEF. DELIVERY	95	98	Market	69	0					
P	M2	NBPL/NNG VENTURA	95	192	Market	188	0					
P	M2	NNG FIELD/MKT DEMARCATION -16B	95	37654	Market	107	0					
P	MQ	HENDERSON MN #1	95	57651	Market	242	0					
D	NORTHWEST NATURAL GAS LLC	11069213	N	TFX_M_11_3	111676	11/1/2017	3/31/2019		N	175	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	NBPL/NNG WELCOME	95	1665	Market	100	0					
P	M2	NNG FIELD/MKT DEMARCATION -16B	95	37654	Market	75	0					
P	MQ	ZONE E-F-MERC	95	3054	Market	75	0	yi1				
P	MQ	ZONE E-F - NW NAT GAS	95	59271	Market	100	0	yi1				
P	MQ	MORA MN #1	95	3875	Market	75	0					
P	MQ	MAPLETON MN #1	95	60020	Market	100	0					
D	NORTHWEST NATURAL GAS LLC	11069213	N	TFX_M_11_3	111676	4/1/2019	10/31/2037		N	100	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	NBPL/NNG WELCOME	95	1665	Market	100	0					
P	MQ	ZONE E-F - NW NAT GAS	95	59271	Market	100	0	yi1				
P	MQ	MAPLETON MN #1	95	60020	Market	100	0					
D	NORTHWEST NATURAL GAS LLC	11069213	N	TFX_M_4_10	111676	11/1/2017	3/31/2019		N	100	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	100	0					
P	MQ	ZONE E-F - NW NAT GAS	95	59271	Market	100	0	yi1				
P	MQ	MAPLETON MN #1-S	95	79334	Market	100	0					
D	NORTHWEST NATURAL GAS LLC	11069213	N	TFX_M_4_10	111676	4/1/2019	10/31/2037		N	100	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	100	0					
P	MQ	ZONE E-F - NW NAT GAS	95	59271	Market	100	0	yi1				
P	MQ	MAPLETON MN #1-S	95	79334	Market	100	0					
D	NORTHWEST NATURAL GAS LLC	11069213	N	TF_M_1_1	121604	11/1/2017	10/31/2022		N	840	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	840	0					
D	NORTHWEST NATURAL GAS LLC	11069213	N	TF_M_1_12	121604	11/1/2017	10/31/2022		N	1176	0	k6/o4
A	"KINECT ENERGY, INC."	N										
P	MQ	ZONE E-F - NW NAT GAS	95	59271	Market	588	0	yi1				
P	MQ	MAPLETON MN #1	95	60020	Market	588	0	O4				
D	NORTHWEST NATURAL GAS LLC	11069213	N	TF_M_10_10	121604	11/1/2017	10/31/2022		N	588	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	588	0					
D	NORTHWEST NATURAL GAS LLC	11069213	N	TF_M_11_11	121604	11/1/2017	10/31/2022		N	840	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	840	0					
D	NORTHWEST NATURAL GAS LLC	11069213	N	TF_M_11_3	121604	11/1/2017	10/31/2022		N	100	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	NBPL/NNG WELCOME	95	1665	Market	100	0					
P	MQ	ZONE E-F - NW NAT GAS	95	59271	Market	352	0	yi1				
P	MQ	MAPLETON MN #1	95	60020	Market	352	0					
D	NORTHWEST NATURAL GAS LLC	11069213	N	TF_M_11_3	121604	11/1/2022	10/31/2037		N	100	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	NBPL/NNG WELCOME	95	1665	Market	100	0					
P	MQ	ZONE E-F - NW NAT GAS	95	59271	Market	100	0	yi1				
P	MQ	MAPLETON MN #1	95	60020	Market	100	0					
D	NORTHWEST NATURAL GAS LLC	11069213	N	TF_M_12_12	121604	11/1/2017	10/31/2022		N	840	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	840	0					
D	NORTHWEST NATURAL GAS LLC	11069213	N	TF_M_2_2	121604	11/1/2017	10/31/2022		N	840	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	840	0					
D	NORTHWEST NATURAL GAS LLC	11069213	N	TF_M_3_3	121604	11/1/2017	10/31/2022		N	840	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	840	0					
D	NORTHWEST NATURAL GAS LLC	11069213	N	TF_M_4_10	121604	11/1/2017	10/31/2022		N	70	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	70	0					
P	MQ	ZONE E-F - NW NAT GAS	95	59271	Market	70	0	yi1				
P	MQ	MAPLETON MN #1-S	95	79334	Market	70	0					
D	NORTHWEST NATURAL GAS LLC	11069213	N	TF_M_4_10	121604	11/1/2022	10/31/2037		N	70	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	70	0					
P	MQ	ZONE E-F - NW NAT GAS	95	59271	Market	70	0	yi1				
P	MQ	MAPLETON MN #1-S	95	79334	Market	70	0					
D	NORTHWEST NATURAL GAS LLC	11069213	N	TF_M_4_4	121604	11/1/2017	10/31/2022		N	588	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	588	0					
D	NORTHWEST NATURAL GAS LLC	11069213	N	TF_M_5_5	121604	11/1/2017	10/31/2022		N	588	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	588	0					
D	NORTHWEST NATURAL GAS LLC	11069213	N	TF_M_6_6	121604	11/1/2017	10/31/2022		N	588	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	588	0					
D	NORTHWEST NATURAL GAS LLC	11069213	N	TF_M_7_7	121604	11/1/2017	10/31/2022		N	588	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	588	0					
D	NORTHWEST NATURAL GAS LLC	11069213	N	TF_M_8_8	121604	11/1/2017	10/31/2022		N	588	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	588	0					
D	NORTHWEST NATURAL GAS LLC	11069213	N	TF_M_9_9	121604	11/1/2017	10/31/2022		N	588	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	588	0					
D	NORTHWEST NATURAL GAS LLC	11069213	N	TF_M_1_12	124006	11/1/2012	10/31/2020		N	175	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	NBPL/NNG WELCOME	95	1665	Market	175	0					
P	MQ	MAPLETON MN #1	95	60020	Market	175	0					
D	NORTHWEST NATURAL GAS LLC	11069213	N	TF_M_11_3	124006	11/1/2012	10/31/2020		N	75	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	NBPL/NNG WELCOME	95	1665	Market	75	0					
P	MQ	MAPLETON MN #1	95	60020	Market	75	0					
D	NORTHWESTERN CORPORATION	7920291	N	TF_M_1_12	21374	4/1/2018	10/31/2018		N	3128	0	k6/k7
A	TENASKA MARKETING VENTURES	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	3128	0					
P	MQ	ZONE ABC-NORTHWESTERN	95	3096	Market	17692	0	yi1				
P	MQ	SPENCER SD #1A	95	3820	Market	40	0					
P	MQ	ABERDEEN SD #1	95	4083	Market	1500	0					
P	MQ	ALEXANDRIA SD #1	95	4084	Market	150	0					
P	MQ	ARLINGTON SD #1	95	4085	Market	444	0					
P	MQ	BROOKINGS SD #1	95	4086	Market	3000	0					
P	MQ	BRYANT SD #1	95	4088	Market	1372	0					
P	MQ	CLARK SD #1	95	4089	Market	450	0					
P	MQ	CONDE SD #1	95	4090	Market	102	0					
P	MQ	DE SMET SD #1	95	4091	Market	395	0					
P	MQ	DOLAND SD #1	95	4092	Market	158	0					
P	MQ	HAZEL SD #1	95	4094	Market	52	0					
P	MQ	HOWARD SD #1	95	4095	Market	396	0					
P	MQ	LAKE PRESTON SD #1	95	4098	Market	200	0					
P	MQ	MADISON SD #1	95	4099	Market	2604	0					
P	MQ	MITCHELL SD #1	95	4100	Market	924	0					
P	MQ	OLDHAM SD #1	95	4101	Market	81	0					
P	MQ	RAYMOND SD #1	95	4102	Market	33	0					
P	MQ	REDFIELD SD #1A	95	4103	Market	1551	0					
P	MQ	TURTON SD #1	95	4105	Market	46	0					
P	MQ	VIENNA SD #1	95	4106	Market	29	0					
P	MQ	VOLGA SD #1	95	4107	Market	1046	0					
P	MQ	WILLOW LAKE SD #1	95	4108	Market	152	0					
P	MQ	YALE SD #1	95	4109	Market	23	0					
P	MQ	PARKSTON SD #1	95	55937	Market	833	0					
P	MQ	FORDHAM SD #1	95	71215	Market	371	0					
P	MQ	NWPS/HURON #3 TBS	95	71415	Market	1500	0					
P	MQ	MARION	95	78854	Market	240	0					
D	NORTHWESTERN CORPORATION	7920291	N	TF_M_1_12	21374	11/1/2018	10/31/2023		N	3128	0	k6/k7
A	TENASKA MARKETING VENTURES	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	3128	0					
P	MQ	ZONE ABC-NORTHWESTERN	95	3096	Market	6098	0	yi1				
P	MQ	MADISON SD #1	95	4099	Market	2590	0					
P	MQ	MITCHELL SD #1	95	4100	Market	924	0					
P	MQ	REDFIELD SD #1A	95	4103	Market	1551	0					
P	MQ	PARKSTON SD #1	95	55937	Market	833	0					
P	MQ	MARION	95	78854	Market	200	0					
D	NORTHWESTERN CORPORATION	7920291	N	TF_M_1_2	21374	4/1/2018	10/31/2018		N	13527	0	k6/k7
A	TENASKA MARKETING VENTURES	N										
P	M2	OGDEN DEF. DELIVERY	95	98	Market	5203	0					
P	M2	NBPL/NNG ABERDEEN	95	193	Market	2302	0					
P	M2	NBPL/NNG WELCOME	95	1665	Market	5292	0					
P	M2	NBPL/NNG GRUNDY CENTER	95	60229	Market	730	0					
D	NORTHWESTERN CORPORATION	7920291	N	TF_M_1_2	21374	11/1/2018	10/31/2023		N	7709	0	k6/k7
A	TENASKA MARKETING VENTURES	N										
P	M2	OGDEN DEF. DELIVERY	95	98	Market	115	0					
P	M2	NBPL/NNG ABERDEEN	95	193	Market	2302	0					
P	M2	NBPL/NNG WELCOME	95	1665	Market	5292	0					
D	NORTHWESTERN CORPORATION	7920291	N	TF_M_11_11	21374	4/1/2018	10/31/2018		N	18819	0	k6/k7
A	TENASKA MARKETING VENTURES	N										
P	M2	OGDEN DEF. DELIVERY	95	98	Market	5203	0					
P	M2	NBPL/NNG ABERDEEN	95	193	Market	6839	0					
P	M2	NBPL/NNG WELCOME	95	1665	Market	4137	0					
P	M2	NBPL/NNG GRUNDY CENTER	95	60229	Market	2640	0					
P	MQ	ZONE ABC-NORTHWESTERN	95	3096	Market	5000	0	yi1				
P	MQ	MITCHELL SD #1	95	4100	Market	5000	0					
D	NORTHWESTERN CORPORATION	7920291	N	TF_M_11_11	21374	11/1/2018	10/31/2023		N	8701	0	k6/k7
A	TENASKA MARKETING VENTURES	N										
P	M2	OGDEN DEF. DELIVERY	95	98	Market	2025	0					
P	M2	NBPL/NNG ABERDEEN	95	193	Market	2539	0					
P	M2	NBPL/NNG WELCOME	95	1665	Market	4137	0					
P	MQ	ZONE ABC-NORTHWESTERN	95	3096	Market	4527	0	yi1				
P	MQ	MITCHELL SD #1	95	4100	Market	4527	0					
D	NORTHWESTERN CORPORATION	7920291	N	TF_M_11_3	21374	4/1/2018	10/31/2018		N	27073	0	k6/k7
A	TENASKA MARKETING VENTURES	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	99	0					
P	M2	NBPL/NNG ABERDEEN	95	193	Market	10922	0					
P	M2	GRLKS/NNG CARLTON	95	388	Market	3883	0					
P	M2	NBPL/NNG WELCOME	95	1665	Market	3530	0					
P	M2	NNG FIELD/MKT DEMARCATION -16B	95	37654	Market	8639	0					
P	MQ	ZONE ABC-NORTHWESTERN	95	3096	Market	19328	0	yi1				
P	MQ	SPENCER SD #1A	95	3820	Market	40	0					
P	MQ	ABERDEEN SD #1	95	4083	Market	1500	0					
P	MQ	ALEXANDRIA SD #1	95	4084	Market	300	0					
P	MQ	ARLINGTON SD #1	95	4085	Market	167	0					
P	MQ	BROOKINGS SD #1	95	4086	Market	624	0					
P	MQ	BRYANT SD #1	95	4088	Market	1530	0					
P	MQ	CLARK SD #1	95	4089	Market	450	0					
P	MQ	CONDE SD #1	95	4090	Market	72	0					
P	MQ	DE SMET SD #1	95	4091	Market	622	0					
P	MQ	DOLAND SD #1	95	4092	Market	88	0					
P	MQ	FRANKFORT SD #1	95	4093	Market	284	0					
P	MQ	HAZEL SD #1	95	4094	Market	22	0					
P	MQ	HOWARD SD #1	95	4095	Market	312	0					
P	MQ	HURON SD #1	95	4096	Market	989	0					
P	MQ	LAKE PRESTON SD #1	95	4098	Market	150	0					
P	MQ	MADISON SD #1	95	4099	Market	2151	0					
P	MQ	MITCHELL SD #1	95	4100	Market	1896	0					
P	MQ	OLDHAM SD #1	95	4101	Market	55	0					
P	MQ	RAYMOND SD #1	95	4102	Market	18	0					
P	MQ	REDFIELD SD #1A	95	4103	Market	123	0					
P	MQ	TURTON SD #1	95	4105	Market	24	0					
P	MQ	VIENNA SD #1	95	4106	Market	31	0					
P	MQ	VOLGA SD #1	95	4107	Market	632	0					
P	MQ	WILLOW LAKE SD #1	95	4108	Market	77	0					
P	MQ	YALE SD #1	95	4109	Market	41	0					
P	MQ	WEBSTER SD #1	95	55936	Market	1800	0					
P	MQ	PARKSTON SD #1	95	55937	Market	4167	0					
P	MQ	PARKER SD #1	95	60131	Market	1000	0					
P	MQ	LAKE MADISON #2 NWPS TBS	95	71386	Market	53	0					
P	MQ	MARION	95	78854	Market	110	0					
D	NORTHWESTERN CORPORATION	7920291	N	TF_M_11_3	21374	11/1/2018	10/31/2023		N	13871	0	k6/k7
A	TENASKA MARKETING VENTURES	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	99	0					
P	M2	NBPL/NNG ABERDEEN	95	193	Market	10922	0					
P	M2	GRLKS/NNG CARLTON	95	388	Market	640	0					
P	M2	NBPL/NNG WELCOME	95	1665	Market	2210	0					
P	MQ	ZONE ABC-NORTHWESTERN	95	3096	Market	10075	0	yi1				
P	MQ	BRYANT SD #1	95	4088	Market	1530	0					
P	MQ	FRANKFORT SD #1	95	4093	Market	139	0					
P	MQ	HURON SD #1	95	4096	Market	989	0					
P	MQ	MADISON SD #1	95	4099	Market	904	0					
P	MQ	MITCHELL SD #1	95	4100	Market	1727	0					
P	MQ	REDFIELD SD #1A	95	4103	Market	123	0					
P	MQ	WEBSTER SD #1	95	55936	Market	459	0					
P	MQ	PARKSTON SD #1	95	55937	Market	4167	0					
P	MQ	PARKER SD #1	95	60131	Market	37	0					
D	NORTHWESTERN CORPORATION	7920291	N	TF_M_12_12	21374	4/1/2018	10/31/2018		N	13527	0	k6/k7
A	TENASKA MARKETING VENTURES	N										
P	M2	OGDEN DEF. DELIVERY	95	98	Market	5203	0					
P	M2	NBPL/NNG ABERDEEN	95	193	Market	2302	0					
P	M2	NBPL/NNG WELCOME	95	1665	Market	5292	0					
P	M2	NBPL/NNG GRUNDY CENTER	95	60229	Market	730	0					
D	NORTHWESTERN CORPORATION	7920291	N	TF_M_12_12	21374	11/1/2018	10/31/2023		N	7709	0	k6/k7
A	TENASKA MARKETING VENTURES	N										
P	M2	OGDEN DEF. DELIVERY	95	98	Market	115	0					
P	M2	NBPL/NNG ABERDEEN	95	193	Market	2302	0					
P	M2	NBPL/NNG WELCOME	95	1665	Market	5292	0					
D	NORTHWESTERN CORPORATION	7920291	N	TF_M_12_2	21374	4/1/2018	10/31/2018		N	5292	0	k6/k7
A	TENASKA MARKETING VENTURES	N										
P	M2	NBPL/NNG ABERDEEN	95	193	Market	5292	0					
P	MQ	ZONE ABC-NORTHWESTERN	95	3096	Market	12000	0	yi1				
P	MQ	HURON SD #1	95	4096	Market	5000	0					
